credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn,age_group,inactive_single_product,products_per_tenure,zero_balance,high_balance,balance_per_product,credit_score_band,early_customer,churn_risk_score
595,Spain,Male,37,2,157084.99,1,1,0,134767.13,0,30-39,True,1.5,0,1,157085.99,Fair,1,2
673,Germany,Female,25,3,108244.82,2,1,1,103573.96,0,<30,False,1.6666666666666665,0,1,54123.41,Good,0,0
741,France,Female,21,9,0.0,2,0,1,139259.54,0,<30,False,1.2222222222222223,1,0,1.0,Very Good,0,1
508,Germany,Female,41,5,82161.7,2,1,0,187776.49,0,40-49,False,1.4,0,0,41081.85,Poor,0,0
662,Germany,Male,59,2,104568.41,1,1,0,8059.44,1,50-59,True,1.5,0,1,104569.41,Fair,1,2
752,France,Female,36,2,119912.46,1,1,0,124354.92,0,30-39,True,1.5,0,1,119913.46,Very Good,1,2
809,France,Male,36,9,68881.59,2,0,1,109135.11,0,30-39,False,1.2222222222222223,0,0,34441.795,Excellent,0,0
575,Spain,Male,30,2,0.0,2,1,1,82222.86,0,<30,False,2.0,1,0,1.0,Poor,1,2
591,Spain,Female,40,1,86376.29,1,0,1,136767.16,1,30-39,False,2.0,0,0,86377.29,Fair,1,1
643,Spain,Female,45,9,150840.03,2,1,0,155516.35,0,40-49,False,1.2222222222222223,0,1,75421.015,Fair,0,0
698,Germany,Male,55,8,155059.1,2,1,1,144584.29,0,50-59,False,1.25,0,1,77530.55,Good,0,0
496,France,Female,29,4,0.0,2,1,0,164806.89,0,<30,False,1.5,1,0,1.0,Poor,0,1
597,France,Male,44,8,78128.13,2,0,1,109153.04,0,40-49,False,1.25,0,0,39065.065,Fair,0,0
603,Germany,Male,46,4,98899.76,2,1,1,86190.34,0,40-49,False,1.5,0,1,49450.88,Fair,0,0
655,Spain,Male,37,1,0.0,1,1,1,106040.97,0,30-39,False,2.0,1,0,1.0,Fair,1,2
431,France,Male,63,6,160982.89,1,1,1,168008.17,0,60+,False,1.1666666666666667,0,1,160983.89,Poor,0,0
620,France,Female,70,3,87926.24,2,1,0,33350.26,1,60+,False,1.6666666666666665,0,0,43964.12,Fair,0,0
782,France,Female,35,4,0.0,1,1,1,119565.34,0,30-39,False,1.25,1,0,1.0,Very Good,0,1
581,Spain,Male,46,2,79385.21,2,0,0,188492.82,0,40-49,False,2.0,0,0,39693.605,Fair,1,1
553,Germany,Male,53,5,127997.83,1,1,0,165378.66,1,50-59,True,1.2,0,1,127998.83,Poor,0,1
658,France,Male,44,2,168396.34,1,1,1,14178.73,0,40-49,False,1.5,0,1,168397.34,Fair,1,1
686,Germany,Male,43,2,134896.03,1,1,1,97847.05,0,40-49,False,1.5,0,1,134897.03,Good,1,1
539,Spain,Male,36,6,0.0,3,1,1,118959.64,0,30-39,False,1.5,1,0,1.0,Poor,0,1
685,France,Female,50,6,94238.75,2,1,1,50664.07,1,40-49,False,1.3333333333333333,0,0,47120.375,Good,0,0
850,France,Male,29,1,0.0,2,0,0,152996.89,0,<30,False,3.0,1,0,1.0,Excellent,1,2
763,Spain,Female,39,7,0.0,2,1,0,19458.75,0,30-39,False,1.2857142857142856,1,0,1.0,Very Good,0,1
634,Germany,Male,43,3,212696.32,1,1,0,115268.86,0,40-49,True,1.3333333333333333,0,1,212697.32,Fair,0,1
567,France,Male,59,3,0.0,2,1,0,25843.7,1,50-59,False,1.6666666666666665,1,0,1.0,Poor,0,1
539,France,Male,39,3,139153.68,2,1,0,147662.33,0,30-39,False,1.6666666666666665,0,1,69577.84,Poor,0,0
764,France,Male,41,7,0.0,2,0,0,134878.34,0,40-49,False,1.2857142857142856,1,0,1.0,Very Good,0,1
653,France,Female,40,0,0.0,2,1,0,35795.85,0,30-39,False,,1,0,1.0,Fair,1,2
566,Spain,Male,44,5,0.0,2,1,0,66462.79,0,40-49,False,1.4,1,0,1.0,Poor,0,1
714,Germany,Male,29,6,92887.13,1,1,1,69578.49,0,<30,False,1.1666666666666667,0,0,92888.13,Good,0,0
580,Spain,Female,65,1,0.0,2,0,1,103182.46,0,60+,False,3.0,1,0,1.0,Poor,1,2
548,France,Male,29,5,83442.98,1,0,1,177017.39,0,<30,False,1.2,0,0,83443.98,Poor,0,0
646,Germany,Female,36,6,144773.29,2,1,0,53217.3,0,30-39,False,1.3333333333333333,0,1,72387.645,Fair,0,0
622,Germany,Female,52,9,111973.97,1,1,1,162756.29,1,50-59,False,1.1111111111111112,0,1,111974.97,Fair,0,0
706,France,Female,35,8,178032.53,1,0,1,42181.68,0,30-39,False,1.125,0,1,178033.53,Good,0,0
680,France,Male,23,5,140007.19,1,0,1,31714.08,0,<30,False,1.2,0,1,140008.19,Good,0,0
698,France,Male,37,5,98400.61,2,0,0,25017.28,0,30-39,False,1.4,0,1,49201.305,Good,0,0
581,Spain,Female,46,1,0.0,2,1,0,104272.04,0,40-49,False,3.0,1,0,1.0,Fair,1,2
728,Germany,Male,45,3,108924.33,2,1,0,84300.4,1,40-49,False,1.6666666666666665,0,1,54463.165,Good,0,0
707,Spain,Female,32,4,132835.56,1,0,0,136877.24,0,30-39,True,1.25,0,1,132836.56,Good,0,1
761,France,Female,26,1,0.0,2,1,1,199409.19,0,<30,False,3.0,1,0,1.0,Very Good,1,2
483,Germany,Male,41,1,118334.44,1,0,0,163147.99,1,40-49,True,2.0,0,1,118335.44,Poor,1,2
736,Germany,Female,25,9,81732.88,2,1,0,136497.28,0,<30,False,1.2222222222222223,0,0,40867.44,Good,0,0
716,Germany,Male,66,5,121411.9,1,0,0,10070.4,1,60+,True,1.2,0,1,121412.9,Good,0,1
654,France,Male,32,9,121455.65,1,1,0,190068.53,1,30-39,True,1.1111111111111112,0,1,121456.65,Fair,0,1
649,Spain,Male,20,5,0.0,2,1,1,58309.54,0,<30,False,1.4,1,0,1.0,Fair,0,1
649,France,Male,46,5,0.0,2,1,1,76946.6,0,40-49,False,1.4,1,0,1.0,Fair,0,1
612,France,Female,31,8,117989.76,1,1,1,54129.86,0,30-39,False,1.125,0,1,117990.76,Fair,0,0
657,Spain,Male,40,10,0.0,2,1,1,52990.7,0,30-39,False,1.2,1,0,1.0,Fair,0,1
511,France,Female,31,5,137411.29,1,0,1,161854.98,0,30-39,False,1.2,0,1,137412.29,Poor,0,0
682,France,Male,61,10,73688.2,1,1,1,172141.33,0,60+,False,1.1,0,0,73689.2,Good,0,0
748,Spain,Male,58,9,122330.7,2,0,1,124429.19,0,50-59,False,1.2222222222222223,0,1,61166.35,Very Good,0,0
554,Germany,Male,43,5,99906.89,1,0,0,24983.39,0,40-49,True,1.2,0,1,99907.89,Poor,0,1
794,Spain,Female,28,5,0.0,2,0,1,86699.98,0,<30,False,1.4,1,0,1.0,Very Good,0,1
807,France,Female,47,9,167664.83,1,0,0,125440.11,1,40-49,True,1.1111111111111112,0,1,167665.83,Excellent,0,1
594,France,Female,34,7,141525.55,1,0,0,9443.15,0,30-39,True,1.1428571428571428,0,1,141526.55,Fair,0,1
652,Spain,Female,33,3,124832.51,1,1,0,195877.06,0,30-39,True,1.3333333333333333,0,1,124833.51,Fair,0,1
729,France,Female,34,9,132121.71,1,0,1,105409.31,0,30-39,False,1.1111111111111112,0,1,132122.71,Good,0,0
625,France,Male,39,2,0.0,2,1,0,100403.05,0,30-39,False,2.0,1,0,1.0,Fair,1,2
597,Germany,Female,60,0,78539.84,1,0,1,48502.88,0,50-59,False,,0,0,78540.84,Fair,1,1
657,Germany,Female,38,5,123770.46,1,0,0,47019.66,1,30-39,True,1.2,0,1,123771.46,Fair,0,1
633,France,Male,43,5,0.0,2,1,1,48249.88,0,40-49,False,1.4,1,0,1.0,Fair,0,1
663,Germany,Male,49,7,116150.65,3,1,1,84358.71,1,40-49,False,1.4285714285714286,0,1,38717.88333333333,Fair,0,0
535,France,Male,47,0,160729.1,1,0,1,145986.35,0,40-49,False,,0,1,160730.1,Poor,1,1
702,France,Female,29,10,88378.6,1,1,0,88550.28,0,<30,True,1.1,0,0,88379.6,Good,0,1
712,France,Male,33,2,182888.08,1,1,0,3061.0,0,30-39,True,1.5,0,1,182889.08,Good,1,2
607,France,Male,31,8,0.0,2,1,1,43196.5,0,30-39,False,1.25,1,0,1.0,Fair,0,1
476,France,Male,37,4,0.0,1,1,1,55775.84,1,30-39,False,1.25,1,0,1.0,Poor,0,1
748,Spain,Female,23,8,85600.08,1,0,0,134077.71,0,<30,True,1.125,0,0,85601.08,Very Good,0,1
815,France,Male,35,4,0.0,2,0,1,198490.33,0,30-39,False,1.5,1,0,1.0,Excellent,0,1
602,France,Male,32,10,0.0,2,1,1,116052.92,0,30-39,False,1.2,1,0,1.0,Fair,0,1
649,Germany,Male,40,4,95001.33,1,0,1,123202.99,0,30-39,False,1.25,0,0,95002.33,Fair,0,0
551,Spain,Male,27,2,113873.22,1,1,1,85129.77,1,<30,False,1.5,0,1,113874.22,Poor,1,1
509,France,Male,30,6,0.0,2,1,0,180598.86,0,<30,False,1.3333333333333333,1,0,1.0,Poor,0,1
685,Spain,Male,40,7,74896.92,1,1,0,198694.2,0,30-39,True,1.1428571428571428,0,0,74897.92,Good,0,1
536,France,Female,22,5,89492.62,1,0,0,42934.43,0,<30,True,1.2,0,0,89493.62,Poor,0,1
711,Spain,Male,38,3,128718.78,1,0,0,114793.45,0,30-39,True,1.3333333333333333,0,1,128719.78,Good,0,1
761,Spain,Male,27,8,0.0,2,1,0,63297.7,0,<30,False,1.25,1,0,1.0,Very Good,0,1
535,France,Female,49,3,0.0,1,0,0,61820.41,1,40-49,True,1.3333333333333333,1,0,1.0,Poor,0,2
566,Germany,Male,22,7,144954.75,2,1,0,102246.0,0,<30,False,1.2857142857142856,0,1,72478.375,Poor,0,0
620,Spain,Male,21,9,0.0,2,0,0,154882.79,0,<30,False,1.2222222222222223,1,0,1.0,Fair,0,1
837,Germany,Male,37,6,94001.61,2,1,0,140723.05,0,30-39,False,1.3333333333333333,0,0,47001.805,Excellent,0,0
685,France,Female,40,7,0.0,1,1,0,72852.74,1,30-39,True,1.1428571428571428,1,0,1.0,Good,0,2
673,France,Male,65,0,0.0,1,1,1,85733.33,0,60+,False,,1,0,1.0,Good,1,2
638,France,Male,24,1,0.0,2,0,1,162597.15,0,<30,False,3.0,1,0,1.0,Fair,1,2
614,France,Male,46,4,0.0,1,1,0,74379.57,1,40-49,True,1.25,1,0,1.0,Fair,0,2
626,France,Female,44,2,0.0,1,0,1,173117.22,1,40-49,False,1.5,1,0,1.0,Fair,1,2
834,Spain,Male,38,8,0.0,2,1,1,66485.26,0,30-39,False,1.25,1,0,1.0,Excellent,0,1
691,France,Male,24,6,0.0,2,1,1,92811.2,0,<30,False,1.3333333333333333,1,0,1.0,Good,0,1
706,Spain,Male,38,8,0.0,2,0,1,46635.11,0,30-39,False,1.25,1,0,1.0,Good,0,1
633,France,Male,37,7,141546.35,1,1,1,124830.11,0,30-39,False,1.1428571428571428,0,1,141547.35,Fair,0,0
644,Germany,Female,32,8,141528.88,1,1,1,167087.34,1,30-39,False,1.125,0,1,141529.88,Fair,0,0
666,France,Male,30,7,109805.3,1,0,1,163625.56,0,<30,False,1.1428571428571428,0,1,109806.3,Fair,0,0
708,France,Male,32,10,86614.06,2,1,1,172129.26,0,30-39,False,1.2,0,0,43308.03,Good,0,0
496,Germany,Female,59,7,91680.1,2,1,0,163141.18,1,50-59,False,1.2857142857142856,0,0,45841.05,Poor,0,0
730,Germany,Male,38,0,38848.19,2,0,0,94003.11,0,30-39,False,,0,0,19425.095,Good,1,1
696,Spain,Male,40,3,153639.11,1,1,1,138351.68,0,30-39,False,1.3333333333333333,0,1,153640.11,Good,0,0
809,Spain,Male,80,8,0.0,2,0,1,34164.05,0,60+,False,1.25,1,0,1.0,Excellent,0,1
701,Spain,Female,33,7,123870.07,1,1,0,97794.71,0,30-39,True,1.1428571428571428,0,1,123871.07,Good,0,1
604,France,Male,30,5,0.0,2,1,0,75786.55,0,<30,False,1.4,1,0,1.0,Fair,0,1
665,France,Male,39,10,46323.57,1,1,0,136812.02,0,30-39,True,1.1,0,0,46324.57,Fair,0,1
639,France,Female,60,5,162039.78,1,1,1,84361.72,1,50-59,False,1.2,0,1,162040.78,Fair,0,0
696,France,Male,19,1,110928.51,1,1,1,2766.63,0,<30,False,2.0,0,1,110929.51,Good,1,1
520,France,Male,38,5,0.0,2,1,0,163185.76,0,30-39,False,1.4,1,0,1.0,Poor,0,1
545,Germany,Male,53,5,114421.55,1,1,0,180598.28,1,50-59,True,1.2,0,1,114422.55,Poor,0,1
634,Germany,Female,29,8,130036.21,2,0,1,69849.55,0,<30,False,1.25,0,1,65019.105,Fair,0,0
750,France,Female,26,1,151510.17,2,1,1,19921.72,0,<30,False,3.0,0,1,75756.085,Very Good,1,1
530,Spain,Female,41,4,0.0,2,0,1,147606.71,0,40-49,False,1.5,1,0,1.0,Poor,0,1
589,France,Female,59,2,0.0,2,1,1,126160.24,1,50-59,False,2.0,1,0,1.0,Fair,1,2
654,France,Male,37,6,83568.55,1,1,0,47046.72,0,30-39,True,1.1666666666666667,0,0,83569.55,Fair,0,1
648,France,Female,43,7,139972.18,1,1,0,143668.58,0,40-49,True,1.1428571428571428,0,1,139973.18,Fair,0,1
835,Spain,Male,45,3,100212.13,1,1,0,152577.62,0,40-49,True,1.3333333333333333,0,1,100213.13,Excellent,0,1
446,France,Female,39,1,90217.07,1,1,0,191350.48,0,30-39,True,2.0,0,0,90218.07,Poor,1,2
514,Spain,Male,66,9,0.0,2,1,1,14234.31,0,60+,False,1.2222222222222223,1,0,1.0,Poor,0,1
694,Germany,Male,33,4,124067.32,1,1,1,77906.87,0,30-39,False,1.25,0,1,124068.32,Good,0,0
554,Spain,Male,46,4,0.0,2,0,1,57320.92,0,40-49,False,1.5,1,0,1.0,Poor,0,1
720,Germany,Female,57,1,162082.31,4,0,0,27145.73,1,50-59,False,5.0,0,1,40521.5775,Good,1,1
641,Germany,Female,51,2,117306.69,4,1,1,26912.72,1,50-59,False,3.0,0,1,29327.6725,Fair,1,1
813,France,Male,32,1,122889.88,1,1,1,26476.18,0,30-39,False,2.0,0,1,122890.88,Excellent,1,1
480,France,Male,40,6,148790.61,1,0,1,79329.7,0,30-39,False,1.1666666666666667,0,1,148791.61,Poor,0,0
811,France,Male,46,9,180226.24,1,1,0,13464.64,1,40-49,True,1.1111111111111112,0,1,180227.24,Excellent,0,1
715,Germany,Female,32,3,104857.19,2,1,0,114149.8,0,30-39,False,1.6666666666666665,0,1,52429.595,Good,0,0
620,Spain,Male,31,2,166833.86,2,1,1,135171.6,0,30-39,False,2.0,0,1,83417.93,Fair,1,1
721,France,Male,42,4,102936.72,1,0,0,1187.88,0,40-49,True,1.25,0,1,102937.72,Good,0,1
772,Germany,Female,48,6,108736.52,1,1,0,184564.67,1,40-49,True,1.1666666666666667,0,1,108737.52,Very Good,0,1
680,Germany,Male,44,0,129974.79,2,1,1,33391.38,0,40-49,False,,0,1,64988.395,Good,1,1
535,France,Male,38,8,85982.07,1,1,0,9238.35,0,30-39,True,1.125,0,0,85983.07,Poor,0,1
655,France,Female,20,7,134397.61,1,0,0,28029.54,0,<30,True,1.1428571428571428,0,1,134398.61,Fair,0,1
660,France,Male,63,8,137841.53,1,1,1,42790.29,0,60+,False,1.125,0,1,137842.53,Fair,0,0
762,Germany,Male,56,10,100260.88,3,1,1,77142.42,1,50-59,False,1.3,0,1,33421.293333333335,Very Good,0,0
662,Germany,Male,39,5,139822.11,2,1,1,146219.9,0,30-39,False,1.4,0,1,69912.055,Fair,0,0
463,Germany,Female,41,8,123151.51,2,1,0,70127.93,0,40-49,False,1.25,0,1,61576.755,Poor,0,0
501,Germany,Male,27,4,95331.83,2,1,0,132104.76,0,<30,False,1.5,0,0,47666.915,Poor,0,0
603,Spain,Female,42,6,0.0,1,1,1,90437.87,0,40-49,False,1.1666666666666667,1,0,1.0,Fair,0,1
688,Spain,Male,37,7,138162.41,2,1,1,113926.31,0,30-39,False,1.2857142857142856,0,1,69082.205,Good,0,0
430,France,Male,38,9,0.0,2,1,1,12050.77,0,30-39,False,1.2222222222222223,1,0,1.0,Poor,0,1
632,Germany,Male,48,6,126066.26,1,1,0,64345.61,1,40-49,True,1.1666666666666667,0,1,126067.26,Fair,0,1
601,Spain,Female,42,4,96763.89,1,1,1,199242.65,0,40-49,False,1.25,0,0,96764.89,Fair,0,0
769,France,Female,38,2,0.0,2,0,0,75578.67,0,30-39,False,2.0,1,0,1.0,Very Good,1,2
551,France,Male,42,2,139561.46,1,1,0,43435.43,1,40-49,True,1.5,0,1,139562.46,Poor,1,2
841,France,Female,52,5,0.0,1,0,0,183239.71,1,50-59,True,1.2,1,0,1.0,Excellent,0,2
469,Spain,Female,31,6,0.0,1,1,0,146213.75,1,30-39,True,1.1666666666666667,1,0,1.0,Poor,0,2
479,Spain,Male,27,2,172463.45,1,1,1,40315.27,0,<30,False,1.5,0,1,172464.45,Poor,1,1
701,France,Male,37,8,107798.85,1,1,0,16966.73,0,30-39,True,1.125,0,1,107799.85,Good,0,1
593,France,Male,36,2,70181.48,2,1,0,80608.12,0,30-39,False,2.0,0,0,35091.74,Fair,1,1
738,Spain,Male,38,5,177997.07,1,0,1,19233.41,0,30-39,False,1.2,0,1,177998.07,Good,0,0
635,Spain,Male,31,1,0.0,2,1,0,135382.23,0,30-39,False,3.0,1,0,1.0,Fair,1,2
658,France,Male,32,8,0.0,1,1,1,80410.68,0,30-39,False,1.125,1,0,1.0,Fair,0,1
687,Spain,Female,36,5,0.0,1,1,0,17696.22,0,30-39,True,1.2,1,0,1.0,Good,0,2
650,France,Male,37,9,0.0,2,1,0,17974.08,0,30-39,False,1.2222222222222223,1,0,1.0,Fair,0,1
720,Spain,Male,21,2,123200.78,1,1,1,180712.28,0,<30,False,1.5,0,1,123201.78,Good,1,1
602,France,Female,63,7,0.0,2,1,1,56323.21,0,60+,False,1.2857142857142856,1,0,1.0,Fair,0,1
618,Spain,Male,33,4,0.0,2,1,1,77550.18,0,30-39,False,1.5,1,0,1.0,Fair,0,1
803,Germany,Male,41,9,137742.9,2,1,1,166957.82,0,40-49,False,1.2222222222222223,0,1,68872.45,Excellent,0,0
793,France,Female,63,9,116270.72,1,1,1,184243.25,0,60+,False,1.1111111111111112,0,1,116271.72,Very Good,0,0
616,Germany,Male,41,10,113220.2,2,1,1,114072.91,0,40-49,False,1.2,0,1,56611.1,Fair,0,0
550,Spain,Male,51,5,0.0,2,1,0,153917.41,0,50-59,False,1.4,1,0,1.0,Poor,0,1
602,France,Female,56,3,115895.22,3,1,0,4176.17,1,50-59,False,2.0,0,1,38632.74,Fair,0,0
452,France,Female,60,6,121730.49,1,1,1,142963.29,0,50-59,False,1.1666666666666667,0,1,121731.49,Poor,0,0
655,Spain,Female,28,3,113811.85,2,0,1,76844.23,0,<30,False,1.6666666666666665,0,1,56906.925,Fair,0,0
510,France,Female,26,6,136214.08,1,0,0,159742.33,0,<30,True,1.1666666666666667,0,1,136215.08,Poor,0,1
557,France,Male,39,8,146200.01,1,1,0,177944.64,0,30-39,True,1.125,0,1,146201.01,Poor,0,1
676,France,Male,37,10,106242.67,1,1,1,166678.28,0,30-39,False,1.1,0,1,106243.67,Good,0,0
640,France,Female,29,4,0.0,2,1,0,44904.26,0,<30,False,1.5,1,0,1.0,Fair,0,1
529,Spain,Male,31,6,0.0,1,1,0,10625.91,0,30-39,True,1.1666666666666667,1,0,1.0,Poor,0,2
559,France,Male,45,8,24043.45,1,0,1,169781.45,1,40-49,False,1.125,0,0,24044.45,Poor,0,0
689,France,Female,58,5,0.0,2,0,1,49848.86,0,50-59,False,1.4,1,0,1.0,Good,0,1
626,Germany,Male,39,10,132287.92,3,1,1,51467.92,1,30-39,False,1.3,0,1,44096.973333333335,Fair,0,0
697,Spain,Male,30,1,0.0,2,0,0,735.79,0,<30,False,3.0,1,0,1.0,Good,1,2
823,France,Female,44,1,0.0,2,0,1,182495.7,0,40-49,False,3.0,1,0,1.0,Excellent,1,2
565,Germany,Female,32,4,90322.99,2,0,1,118740.37,0,30-39,False,1.5,0,0,45162.495,Poor,0,0
631,Spain,Male,23,3,0.0,2,1,0,13813.24,0,<30,False,1.6666666666666665,1,0,1.0,Fair,0,1
646,France,Female,34,3,131283.11,1,0,0,130500.65,0,30-39,True,1.3333333333333333,0,1,131284.11,Fair,0,1
676,Spain,Male,48,1,131659.59,2,0,1,14152.15,0,40-49,False,3.0,0,1,65830.795,Good,1,1
850,Spain,Female,54,4,120952.74,1,1,0,66963.15,0,50-59,True,1.25,0,1,120953.74,Excellent,0,1
810,France,Female,38,9,153166.17,1,1,1,93261.69,0,30-39,False,1.1111111111111112,0,1,153167.17,Excellent,0,0
581,Spain,Male,30,0,53291.86,1,0,0,196582.28,0,<30,True,,0,0,53292.86,Fair,1,2
718,France,Female,35,2,167924.95,1,1,0,43024.64,0,30-39,True,1.5,0,1,167925.95,Good,1,2
713,France,Male,43,5,86394.14,1,1,1,130001.13,0,40-49,False,1.2,0,0,86395.14,Good,0,0
672,France,Female,50,1,0.0,1,1,0,12106.82,1,40-49,True,2.0,1,0,1.0,Good,1,3
781,Spain,Male,33,3,0.0,2,1,1,42556.33,0,30-39,False,1.6666666666666665,1,0,1.0,Very Good,0,1
656,Spain,Male,47,1,0.0,2,1,1,197961.93,0,40-49,False,3.0,1,0,1.0,Fair,1,2
583,France,Female,31,4,158978.79,1,1,0,12538.92,0,30-39,True,1.25,0,1,158979.79,Fair,0,1
808,Germany,Female,37,2,100431.84,1,1,0,35140.49,1,30-39,True,1.5,0,1,100432.84,Excellent,1,2
721,Spain,Male,33,5,0.0,2,0,1,117626.9,0,30-39,False,1.4,1,0,1.0,Good,0,1
778,Germany,Female,29,6,150358.97,1,1,0,62454.01,1,<30,True,1.1666666666666667,0,1,150359.97,Very Good,0,1
850,Spain,Female,45,4,114347.85,2,1,1,109089.04,0,40-49,False,1.5,0,1,57174.925,Excellent,0,0
693,France,Female,39,4,0.0,2,0,1,142331.39,0,30-39,False,1.5,1,0,1.0,Good,0,1
520,France,Male,34,4,134007.9,1,1,1,193209.11,0,30-39,False,1.25,0,1,134008.9,Poor,0,0
759,Germany,Male,31,4,98899.91,1,1,1,47832.82,0,30-39,False,1.25,0,1,98900.91,Very Good,0,0
637,France,Male,60,3,0.0,2,1,1,70174.03,0,50-59,False,1.6666666666666665,1,0,1.0,Fair,0,1
755,Germany,Male,40,2,137430.82,2,0,0,176768.59,0,30-39,False,2.0,0,1,68716.41,Very Good,1,1
662,France,Female,47,6,0.0,2,1,1,129392.75,0,40-49,False,1.3333333333333333,1,0,1.0,Fair,0,1
503,France,Female,37,8,0.0,2,1,1,97893.32,0,30-39,False,1.25,1,0,1.0,Poor,0,1
599,Germany,Male,39,2,188976.89,2,0,1,176142.09,0,30-39,False,2.0,0,1,94489.445,Fair,1,1
583,Spain,Female,40,4,0.0,2,1,0,114093.73,0,30-39,False,1.5,1,0,1.0,Fair,0,1
764,Spain,Female,48,1,75990.97,1,1,0,158323.81,1,40-49,True,2.0,0,0,75991.97,Very Good,1,2
513,France,Male,29,10,0.0,2,0,1,25514.77,0,<30,False,1.2,1,0,1.0,Poor,0,1
730,Spain,Male,62,5,112181.08,1,0,1,61513.87,0,60+,False,1.2,0,1,112182.08,Good,0,0
820,Spain,Male,34,10,97208.46,1,1,1,59553.34,0,30-39,False,1.1,0,1,97209.46,Excellent,0,0
597,Spain,Female,26,7,0.0,2,1,0,110253.2,0,<30,False,1.2857142857142856,1,0,1.0,Fair,0,1
637,France,Male,32,5,0.0,1,0,0,148769.08,0,30-39,True,1.2,1,0,1.0,Fair,0,2
696,France,Male,34,9,150856.79,1,0,1,8236.78,0,30-39,False,1.1111111111111112,0,1,150857.79,Good,0,0
635,Germany,Female,37,9,146748.07,1,0,1,11407.58,0,30-39,False,1.1111111111111112,0,1,146749.07,Fair,0,0
673,Spain,Female,57,4,0.0,2,1,1,49684.09,0,50-59,False,1.5,1,0,1.0,Good,0,1
662,Spain,Male,33,3,0.0,2,0,1,68064.83,0,30-39,False,1.6666666666666665,1,0,1.0,Fair,0,1
683,Spain,Male,41,0,148863.17,1,1,1,163911.32,0,40-49,False,,0,1,148864.17,Good,1,1
850,France,Male,55,6,0.0,1,1,0,944.41,1,50-59,True,1.1666666666666667,1,0,1.0,Excellent,0,2
815,Spain,Male,28,6,0.0,2,0,1,185547.71,0,<30,False,1.3333333333333333,1,0,1.0,Excellent,0,1
671,Spain,Male,34,10,153360.02,1,1,0,140509.86,0,30-39,True,1.1,0,1,153361.02,Good,0,1
601,France,Female,40,3,92055.36,1,0,1,164652.02,1,30-39,False,1.3333333333333333,0,0,92056.36,Fair,0,0
709,Germany,Female,39,9,124723.92,1,1,0,73641.86,0,30-39,True,1.1111111111111112,0,1,124724.92,Good,0,1
702,Germany,Male,28,1,103033.83,1,1,1,40321.87,0,<30,False,2.0,0,1,103034.83,Good,1,1
558,France,Male,40,6,0.0,2,1,0,173844.89,0,30-39,False,1.3333333333333333,1,0,1.0,Poor,0,1
691,Spain,Male,40,1,0.0,2,1,1,145613.17,0,30-39,False,3.0,1,0,1.0,Good,1,2
700,France,Female,30,9,0.0,1,1,1,174971.64,0,<30,False,1.1111111111111112,1,0,1.0,Good,0,1
667,France,Male,33,4,0.0,2,1,1,131834.75,0,30-39,False,1.5,1,0,1.0,Fair,0,1
624,Germany,Male,54,3,116726.22,1,1,0,110498.1,1,50-59,True,1.3333333333333333,0,1,116727.22,Fair,0,1
580,France,Female,23,5,113923.81,2,0,0,196241.43,0,<30,False,1.4,0,1,56962.905,Poor,0,0
571,Spain,Female,31,3,0.0,2,1,1,194667.92,0,30-39,False,1.6666666666666665,1,0,1.0,Poor,0,1
561,France,Male,37,5,0.0,2,1,0,83093.25,0,30-39,False,1.4,1,0,1.0,Poor,0,1
529,France,Male,28,9,0.0,2,1,1,52545.24,0,<30,False,1.2222222222222223,1,0,1.0,Poor,0,1
670,France,Male,36,7,0.0,2,0,0,59571.5,0,30-39,False,1.2857142857142856,1,0,1.0,Fair,0,1
666,Germany,Female,21,1,121827.43,2,1,1,99818.31,0,<30,False,3.0,0,1,60914.715,Fair,1,1
628,Spain,Male,42,7,0.0,2,0,1,172967.87,0,40-49,False,1.2857142857142856,1,0,1.0,Fair,0,1
577,France,Male,60,10,125389.7,2,1,1,178616.73,0,50-59,False,1.2,0,1,62695.85,Poor,0,0
652,Spain,Female,38,1,103895.31,1,0,1,159649.44,0,30-39,False,2.0,0,1,103896.31,Fair,1,1
678,France,Male,26,5,111128.04,1,1,0,60941.27,1,<30,True,1.2,0,1,111129.04,Good,0,1
692,Spain,Female,49,9,0.0,2,1,0,178342.63,0,40-49,False,1.2222222222222223,1,0,1.0,Good,0,1
675,Spain,Male,32,10,0.0,2,1,0,191545.65,0,30-39,False,1.2,1,0,1.0,Good,0,1
712,Spain,Male,52,9,0.0,1,1,1,117977.45,1,50-59,False,1.1111111111111112,1,0,1.0,Good,0,1
639,Germany,Female,37,5,151242.48,1,0,1,49637.65,0,30-39,False,1.2,0,1,151243.48,Fair,0,0
618,France,Male,48,7,0.0,1,1,0,13921.82,1,40-49,True,1.1428571428571428,1,0,1.0,Fair,0,2
554,France,Male,39,2,129709.62,1,1,0,173197.12,0,30-39,True,1.5,0,1,129710.62,Poor,1,2
533,France,Male,47,9,83347.25,1,1,1,137696.25,0,40-49,False,1.1111111111111112,0,0,83348.25,Poor,0,0
540,Spain,Female,28,6,84121.04,1,0,1,80698.54,0,<30,False,1.1666666666666667,0,0,84122.04,Poor,0,0
704,Spain,Male,33,3,0.0,2,1,0,73018.74,0,30-39,False,1.6666666666666665,1,0,1.0,Good,0,1
