credit_score,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,age_group,inactive_single_product,products_per_tenure,zero_balance,high_balance,balance_per_product,credit_score_band,early_customer,churn_risk_score
666,47,5,0.0,1,0,0,166650.9,40-49,True,1.2,1,0,1.0,Fair,0,2
690,30,5,0.0,2,0,1,78700.03,<30,False,1.4,1,0,1.0,Good,0,1
683,30,10,57657.49,1,0,0,79240.9,<30,True,1.1,0,0,57658.49,Good,0,1
532,44,3,148595.55,1,1,0,74838.64,40-49,True,1.3333333333333333,0,1,148596.55,Poor,0,1
542,29,9,0.0,1,1,0,8342.35,<30,True,1.1111111111111112,1,0,1.0,Poor,0,2
614,19,5,97445.49,2,1,0,122823.34,<30,False,1.4,0,1,48723.745,Fair,0,0
850,41,1,176958.46,2,0,1,125806.3,40-49,False,3.0,0,1,88480.23,Excellent,1,1
757,31,10,39539.39,2,0,0,192519.39,30-39,False,1.2,0,0,19770.695,Very Good,0,0
700,28,3,99705.69,2,0,0,146723.72,<30,False,1.6666666666666663,0,1,49853.845,Good,0,0
637,40,2,133463.1,1,0,1,93165.34,30-39,False,1.5,0,1,133464.1,Fair,1,1
705,46,4,115518.07,1,0,0,76544.9,40-49,True,1.25,0,1,115519.07,Good,0,1
618,41,4,115251.64,1,0,0,136435.75,40-49,True,1.25,0,1,115252.64,Fair,0,1
563,35,3,106250.72,1,0,0,39546.32,30-39,True,1.3333333333333333,0,1,106251.72,Poor,0,1
605,35,6,0.0,2,1,1,45206.57,30-39,False,1.3333333333333333,1,0,1.0,Fair,0,1
795,29,4,0.0,2,0,0,155711.64,<30,False,1.5,1,0,1.0,Very Good,0,1
498,34,2,0.0,2,1,1,148528.24,30-39,False,2.0,1,0,1.0,Poor,1,2
557,46,4,96173.17,2,1,1,116378.31,40-49,False,1.5,0,0,48087.585,Poor,0,0
491,33,5,83134.3,1,1,0,187946.55,30-39,True,1.2,0,0,83135.3,Poor,0,1
665,37,3,111911.63,1,1,1,110359.68,30-39,False,1.3333333333333333,0,1,111912.63,Fair,0,0
629,40,9,137409.19,1,1,0,175877.7,30-39,True,1.1111111111111112,0,1,137410.19,Fair,0,1
850,33,3,0.0,2,1,1,11159.19,30-39,False,1.6666666666666663,1,0,1.0,Excellent,0,1
593,31,8,112713.34,1,1,1,176868.89,30-39,False,1.125,0,1,112714.34,Fair,0,0
726,29,7,0.0,2,1,1,91844.14,<30,False,1.2857142857142856,1,0,1.0,Good,0,1
534,51,3,0.0,2,0,1,20856.31,50-59,False,1.6666666666666663,1,0,1.0,Poor,0,1
625,40,7,141267.67,1,0,1,177397.49,30-39,False,1.1428571428571428,0,1,141268.67,Fair,0,0
820,36,4,0.0,2,1,0,31422.69,30-39,False,1.5,1,0,1.0,Excellent,0,1
586,41,3,63873.56,1,1,0,83753.64,40-49,True,1.3333333333333333,0,0,63874.56,Fair,0,1
530,36,2,0.0,2,1,1,14721.8,30-39,False,2.0,1,0,1.0,Poor,1,2
496,29,4,0.0,2,1,0,164806.89,<30,False,1.5,1,0,1.0,Poor,0,1
628,40,5,181768.32,2,1,1,129107.97,30-39,False,1.4,0,1,90885.16,Fair,0,0
577,41,6,0.0,1,1,1,167621.18,40-49,False,1.1666666666666667,1,0,1.0,Poor,0,1
690,29,5,0.0,2,1,0,108577.97,<30,False,1.4,1,0,1.0,Good,0,1
648,45,5,118886.55,1,0,0,51636.7,40-49,True,1.2,0,1,118887.55,Fair,0,1
693,57,9,0.0,2,1,1,135502.77,50-59,False,1.2222222222222223,1,0,1.0,Good,0,1
561,31,1,81480.27,2,1,1,65234.6,30-39,False,3.0,0,0,40741.135,Poor,1,1
679,39,2,146186.28,2,1,1,193974.47,30-39,False,2.0,0,1,73094.14,Good,1,1
702,44,9,0.0,1,0,0,59207.41,40-49,True,1.1111111111111112,1,0,1.0,Good,0,2
769,27,7,188614.07,1,1,0,171344.09,<30,True,1.1428571428571428,0,1,188615.07,Very Good,0,1
450,46,5,177619.71,1,1,0,54227.06,40-49,True,1.2,0,1,177620.71,Poor,0,1
633,46,3,0.0,2,1,0,120250.58,40-49,False,1.6666666666666663,1,0,1.0,Fair,0,1
599,41,1,0.0,2,1,0,96069.82,40-49,False,3.0,1,0,1.0,Fair,1,2
633,37,7,141546.35,1,1,1,124830.11,30-39,False,1.1428571428571428,0,1,141547.35,Fair,0,0
850,35,2,0.0,2,1,1,56991.66,30-39,False,2.0,1,0,1.0,Excellent,1,2
539,29,4,0.0,2,1,1,100919.19,<30,False,1.5,1,0,1.0,Poor,0,1
513,37,6,0.0,2,1,0,110142.34,30-39,False,1.3333333333333333,1,0,1.0,Poor,0,1
612,35,3,0.0,1,1,1,48108.72,30-39,False,1.3333333333333333,1,0,1.0,Fair,0,1
643,48,8,0.0,2,1,0,174729.3,40-49,False,1.25,1,0,1.0,Fair,0,1
679,35,8,119182.73,1,0,0,121210.09,30-39,True,1.125,0,1,119183.73,Good,0,1
674,41,4,126605.14,1,1,1,166694.93,40-49,False,1.25,0,1,126606.14,Good,0,0
519,39,4,111900.14,1,1,1,97577.17,30-39,False,1.25,0,1,111901.14,Poor,0,0
631,35,9,112392.45,2,1,0,24472.23,30-39,False,1.2222222222222223,0,1,56197.225,Fair,0,0
733,44,6,168165.84,1,0,1,197193.49,40-49,False,1.1666666666666667,0,1,168166.84,Good,0,0
673,29,4,99097.36,1,1,1,9796.69,<30,False,1.25,0,1,99098.36,Good,0,0
575,54,9,68332.96,1,1,1,144390.75,50-59,False,1.1111111111111112,0,0,68333.96,Poor,0,0
650,32,4,79450.09,1,1,1,118324.75,30-39,False,1.25,0,0,79451.09,Fair,0,0
507,33,7,0.0,2,1,1,85411.01,30-39,False,1.2857142857142856,1,0,1.0,Poor,0,1
617,51,10,167273.71,1,0,0,93439.75,50-59,True,1.1,0,1,167274.71,Fair,0,1
399,46,2,127655.22,1,1,0,139994.68,40-49,True,1.5,0,1,127656.22,Poor,1,2
734,37,2,130404.92,1,0,0,34548.74,30-39,True,1.5,0,1,130405.92,Good,1,2
678,46,1,0.0,2,0,0,82106.19,40-49,False,3.0,1,0,1.0,Good,1,2
678,26,3,0.0,2,1,0,4989.33,<30,False,1.6666666666666663,1,0,1.0,Good,0,1
757,57,3,89079.41,1,1,1,53179.21,50-59,False,1.3333333333333333,0,0,89080.41,Very Good,0,0
540,41,3,0.0,2,1,0,121098.65,40-49,False,1.6666666666666663,1,0,1.0,Poor,0,1
573,27,2,128243.03,1,1,1,11631.34,<30,False,1.5,0,1,128244.03,Poor,1,1
627,35,7,0.0,2,0,1,193022.44,30-39,False,1.2857142857142856,1,0,1.0,Fair,0,1
621,40,7,0.0,2,0,1,131283.6,30-39,False,1.2857142857142856,1,0,1.0,Fair,0,1
652,38,1,103895.31,1,0,1,159649.44,30-39,False,2.0,0,1,103896.31,Fair,1,1
678,28,4,0.0,2,1,1,144423.17,<30,False,1.5,1,0,1.0,Good,0,1
653,41,8,102768.42,1,1,0,55663.85,40-49,True,1.125,0,1,102769.42,Fair,0,1
820,31,2,94222.53,1,1,0,103570.8,30-39,True,1.5,0,0,94223.53,Excellent,1,2
752,36,2,119912.46,1,1,0,124354.92,30-39,True,1.5,0,1,119913.46,Very Good,1,2
622,59,5,119380.37,1,1,1,60429.43,50-59,False,1.2,0,1,119381.37,Fair,0,0
640,37,5,158024.38,1,1,0,81298.09,30-39,True,1.2,0,1,158025.38,Fair,0,1
850,20,7,0.0,2,1,0,31288.77,<30,False,1.2857142857142856,1,0,1.0,Excellent,0,1
632,21,1,0.0,2,1,0,84008.66,<30,False,3.0,1,0,1.0,Fair,1,2
675,33,3,0.0,2,1,0,45348.08,30-39,False,1.6666666666666663,1,0,1.0,Good,0,1
717,36,2,99472.76,2,1,0,94274.72,30-39,False,2.0,0,1,49737.38,Good,1,1
782,23,10,98052.66,1,1,1,142587.32,<30,False,1.1,0,1,98053.66,Very Good,0,0
584,39,2,112687.69,1,1,1,127749.61,30-39,False,1.5,0,1,112688.69,Fair,1,1
839,47,2,136911.07,1,1,1,168184.62,40-49,False,1.5,0,1,136912.07,Excellent,1,1
664,32,10,107209.73,1,1,1,112340.2,30-39,False,1.1,0,1,107210.73,Fair,0,0
617,34,1,61687.33,2,1,0,105965.25,30-39,False,3.0,0,0,30844.665,Fair,1,1
744,47,9,0.0,2,1,0,113163.17,40-49,False,1.2222222222222223,1,0,1.0,Very Good,0,1
614,37,9,0.0,2,1,1,62023.1,30-39,False,1.2222222222222223,1,0,1.0,Fair,0,1
645,41,2,93925.3,1,1,0,123982.14,40-49,True,1.5,0,0,93926.3,Fair,1,2
429,39,6,48023.83,1,1,0,74870.99,30-39,True,1.1666666666666667,0,0,48024.83,Poor,0,1
657,28,7,0.0,2,0,1,5177.62,<30,False,1.2857142857142856,1,0,1.0,Fair,0,1
599,34,2,101506.66,1,0,0,198030.24,30-39,True,1.5,0,1,101507.66,Fair,1,2
758,51,8,81710.46,1,1,1,116520.07,50-59,False,1.125,0,0,81711.46,Very Good,0,0
747,21,4,81025.6,2,1,0,167682.57,<30,False,1.5,0,0,40513.8,Very Good,0,0
671,23,9,123943.18,1,1,1,159553.27,<30,False,1.1111111111111112,0,1,123944.18,Good,0,0
850,34,8,199229.14,1,0,0,68106.29,30-39,True,1.125,0,1,199230.14,Excellent,0,1
725,43,2,165896.0,2,1,0,130795.52,40-49,False,2.0,0,1,82949.0,Good,1,1
773,41,7,190238.93,1,1,1,57549.65,40-49,False,1.1428571428571428,0,1,190239.93,Very Good,0,0
827,46,1,183276.32,1,1,1,13460.27,40-49,False,2.0,0,1,183277.32,Excellent,1,1
650,50,7,129667.77,1,0,0,42028.16,40-49,True,1.1428571428571428,0,1,129668.77,Fair,0,1
668,38,10,86977.96,1,0,1,37094.75,30-39,False,1.1,0,0,86978.96,Fair,0,0
752,38,0,145974.79,2,1,1,137694.23,30-39,False,,0,1,72988.395,Very Good,1,1
667,27,3,106116.5,2,1,0,3674.71,<30,False,1.6666666666666663,0,1,53059.25,Fair,0,0
603,30,6,129548.5,2,1,1,19282.85,<30,False,1.3333333333333333,0,1,64775.25,Fair,0,0
678,60,10,117738.81,1,1,0,147489.76,50-59,True,1.1,0,1,117739.81,Good,0,1
535,58,1,0.0,2,1,1,11779.98,50-59,False,3.0,1,0,1.0,Poor,1,2
647,28,8,0.0,2,1,1,91055.27,<30,False,1.25,1,0,1.0,Fair,0,1
608,40,7,96202.32,1,0,0,161154.85,30-39,True,1.1428571428571428,0,0,96203.32,Fair,0,1
526,31,5,145537.21,1,1,0,132404.64,30-39,True,1.2,0,1,145538.21,Poor,0,1
685,38,4,0.0,2,1,1,35884.91,30-39,False,1.5,1,0,1.0,Good,0,1
621,43,5,0.0,1,1,1,47578.45,40-49,False,1.2,1,0,1.0,Fair,0,1
826,55,4,115285.85,1,1,0,140126.17,50-59,True,1.25,0,1,115286.85,Excellent,0,1
704,41,4,109026.8,2,1,1,43117.1,40-49,False,1.5,0,1,54514.4,Good,0,0
609,32,4,99883.16,1,1,1,120594.85,30-39,False,1.25,0,1,99884.16,Fair,0,0
676,49,1,0.0,1,1,0,79342.31,40-49,True,2.0,1,0,1.0,Good,1,3
685,23,8,0.0,2,1,1,112239.03,<30,False,1.25,1,0,1.0,Good,0,1
779,34,5,0.0,2,0,1,111676.63,30-39,False,1.4,1,0,1.0,Very Good,0,1
712,30,1,89571.59,1,1,1,177613.19,<30,False,2.0,0,0,89572.59,Good,1,1
738,29,9,139106.19,1,1,0,141872.05,<30,True,1.1111111111111112,0,1,139107.19,Good,0,1
690,35,9,107944.33,2,0,0,48478.47,30-39,False,1.2222222222222223,0,1,53973.165,Good,0,0
564,62,5,114931.35,3,0,1,18260.98,60+,False,1.6,0,1,38311.45,Poor,0,0
676,29,4,140720.93,1,1,0,36221.18,<30,True,1.25,0,1,140721.93,Good,0,1
676,23,1,107787.47,1,0,1,116378.82,<30,False,2.0,0,1,107788.47,Good,1,1
646,30,5,0.0,2,1,0,13935.32,<30,False,1.4,1,0,1.0,Fair,0,1
681,38,3,0.0,2,1,1,112491.96,30-39,False,1.6666666666666663,1,0,1.0,Good,0,1
743,37,8,69143.91,2,0,1,105780.18,30-39,False,1.25,0,0,34572.955,Very Good,0,0
524,22,9,0.0,2,1,0,74405.34,<30,False,1.2222222222222223,1,0,1.0,Poor,0,1
446,32,8,0.0,2,0,0,133292.94,30-39,False,1.25,1,0,1.0,Poor,0,1
598,38,6,0.0,2,0,0,173783.38,30-39,False,1.3333333333333333,1,0,1.0,Fair,0,1
561,24,8,143656.55,1,0,1,180932.46,<30,False,1.125,0,1,143657.55,Poor,0,0
850,43,8,92244.83,2,1,0,54949.73,40-49,False,1.25,0,0,46123.415,Excellent,0,0
536,44,4,121898.82,1,0,0,131007.18,40-49,True,1.25,0,1,121899.82,Poor,0,1
730,23,8,0.0,2,1,0,183284.53,<30,False,1.25,1,0,1.0,Good,0,1
644,51,4,95560.04,1,0,0,72628.84,50-59,True,1.25,0,0,95561.04,Fair,0,1
814,29,1,131968.57,2,1,1,147693.92,<30,False,3.0,0,1,65985.285,Excellent,1,1
589,38,4,0.0,1,1,0,95483.48,30-39,True,1.25,1,0,1.0,Fair,0,2
783,72,5,121215.9,2,1,1,105206.48,60+,False,1.4,0,1,60608.95,Very Good,0,0
543,41,6,143350.41,1,1,1,192070.16,40-49,False,1.1666666666666667,0,1,143351.41,Poor,0,0
653,58,1,132602.88,1,1,0,5097.67,50-59,True,2.0,0,1,132603.88,Fair,1,2
513,48,2,0.0,1,1,1,114709.13,40-49,False,1.5,1,0,1.0,Poor,1,2
740,36,7,0.0,1,1,1,13177.4,30-39,False,1.1428571428571428,1,0,1.0,Good,0,1
607,47,4,148826.32,1,1,1,79450.61,40-49,False,1.25,0,1,148827.32,Fair,0,0
600,53,7,106261.63,1,1,0,93629.66,50-59,True,1.1428571428571428,0,1,106262.63,Fair,0,1
677,29,3,86616.35,1,0,0,91903.9,<30,True,1.3333333333333333,0,0,86617.35,Good,0,1
586,57,3,0.0,2,0,1,6057.81,50-59,False,1.6666666666666663,1,0,1.0,Fair,0,1
632,41,0,106134.46,1,0,1,105570.39,40-49,False,,0,1,106135.46,Fair,1,1
591,40,2,99886.42,2,1,1,88695.19,30-39,False,2.0,0,1,49944.21,Fair,1,1
590,37,1,0.0,2,0,0,133535.99,30-39,False,3.0,1,0,1.0,Fair,1,2
478,43,1,0.0,2,1,1,197916.43,40-49,False,3.0,1,0,1.0,Poor,1,2
607,31,1,102523.88,1,1,1,166792.71,30-39,False,2.0,0,1,102524.88,Fair,1,1
644,32,3,136659.74,1,1,1,14187.78,30-39,False,1.3333333333333333,0,1,136660.74,Fair,0,0
505,43,6,127146.68,1,0,0,137565.87,40-49,True,1.1666666666666667,0,1,127147.68,Poor,0,1
536,41,9,0.0,1,1,0,121299.14,40-49,True,1.1111111111111112,1,0,1.0,Poor,0,2
728,34,4,106328.08,1,1,0,88680.65,30-39,True,1.25,0,1,106329.08,Good,0,1
590,22,7,125265.61,1,1,1,161253.08,<30,False,1.1428571428571428,0,1,125266.61,Fair,0,0
620,37,0,107548.94,1,1,0,71175.94,30-39,True,,0,1,107549.94,Fair,1,2
687,41,2,154007.21,1,1,0,158408.23,40-49,True,1.5,0,1,154008.21,Good,1,2
543,23,5,0.0,2,1,0,117832.39,<30,False,1.4,1,0,1.0,Poor,0,1
642,39,4,0.0,1,1,1,76821.24,30-39,False,1.25,1,0,1.0,Fair,0,1
676,34,4,89437.03,1,1,1,189540.95,30-39,False,1.25,0,0,89438.03,Good,0,0
539,37,1,130922.81,2,0,0,2186.83,30-39,False,3.0,0,1,65462.405,Poor,1,1
807,33,10,101952.97,2,1,0,178153.65,30-39,False,1.2,0,1,50977.485,Excellent,0,0
630,40,0,118633.08,1,0,1,60032.46,30-39,False,,0,1,118634.08,Fair,1,1
687,34,5,128270.56,1,1,0,191092.62,30-39,True,1.2,0,1,128271.56,Good,0,1
588,34,6,121132.26,2,1,0,86460.28,30-39,False,1.3333333333333333,0,1,60567.13,Fair,0,0
528,36,1,156948.41,1,1,1,149912.28,30-39,False,2.0,0,1,156949.41,Poor,1,1
606,30,8,180307.73,2,1,1,1914.41,<30,False,1.25,0,1,90154.865,Fair,0,0
806,31,10,138653.51,1,1,0,190803.37,30-39,True,1.1,0,1,138654.51,Excellent,0,1
619,39,5,0.0,2,1,1,158444.61,30-39,False,1.4,1,0,1.0,Fair,0,1
745,46,2,122220.19,1,1,1,118024.1,40-49,False,1.5,0,1,122221.19,Very Good,1,1
749,42,2,56726.83,2,0,1,185543.35,40-49,False,2.0,0,0,28364.415,Very Good,1,1
601,34,5,0.0,2,1,0,27022.57,30-39,False,1.4,1,0,1.0,Fair,0,1
632,41,3,126550.7,1,0,0,177644.52,40-49,True,1.3333333333333333,0,1,126551.7,Fair,0,1
766,27,7,158786.67,2,0,1,47579.25,<30,False,1.2857142857142856,0,1,79394.335,Very Good,0,0
600,26,6,108909.12,1,1,0,82547.01,<30,True,1.1666666666666667,0,1,108910.12,Fair,0,1
672,43,4,92599.55,2,1,1,167336.78,40-49,False,1.5,0,0,46300.775,Good,0,0
616,31,7,76665.71,2,1,1,163809.08,30-39,False,1.2857142857142856,0,0,38333.855,Fair,0,0
737,36,9,0.0,1,0,1,188670.9,30-39,False,1.1111111111111112,1,0,1.0,Good,0,1
841,34,4,0.0,2,1,0,141582.66,30-39,False,1.5,1,0,1.0,Excellent,0,1
654,29,1,0.0,1,1,0,180345.44,<30,True,2.0,1,0,1.0,Fair,1,3
625,49,2,80816.45,1,1,1,20018.79,40-49,False,1.5,0,0,80817.45,Fair,1,1
626,34,7,113014.7,2,1,1,56646.28,30-39,False,1.2857142857142856,0,1,56508.35,Fair,0,0
573,44,4,0.0,1,1,1,94862.93,40-49,False,1.25,1,0,1.0,Poor,0,1
453,40,1,111524.49,1,1,1,120373.84,30-39,False,2.0,0,1,111525.49,Poor,1,1
751,29,10,147737.63,1,0,1,94951.27,<30,False,1.1,0,1,147738.63,Very Good,0,0
615,39,5,113193.51,2,1,1,52166.25,30-39,False,1.4,0,1,56597.755,Fair,0,0
705,32,3,0.0,2,0,0,129576.99,30-39,False,1.6666666666666663,1,0,1.0,Good,0,1
584,31,6,152622.34,1,1,0,99298.8,30-39,True,1.1666666666666667,0,1,152623.34,Fair,0,1
549,24,9,0.0,2,1,1,14406.41,<30,False,1.2222222222222223,1,0,1.0,Poor,0,1
790,41,7,109508.68,1,0,0,86776.38,40-49,True,1.1428571428571428,0,1,109509.68,Very Good,0,1
745,59,8,0.0,1,1,1,36124.98,50-59,False,1.125,1,0,1.0,Very Good,0,1
489,40,3,221532.8,1,1,0,171867.08,30-39,True,1.3333333333333333,0,1,221533.8,Poor,0,1
794,28,5,0.0,2,0,1,86699.98,<30,False,1.4,1,0,1.0,Very Good,0,1
714,37,9,148466.93,2,0,1,151280.96,30-39,False,1.2222222222222223,0,1,74234.465,Good,0,0
457,42,4,126772.57,1,0,1,126106.4,40-49,False,1.25,0,1,126773.57,Poor,0,0
544,47,5,105245.21,1,0,0,99922.08,40-49,True,1.2,0,1,105246.21,Poor,0,1
589,38,2,0.0,1,1,0,79915.28,30-39,True,1.5,1,0,1.0,Fair,1,3
611,58,8,0.0,2,0,1,107665.68,50-59,False,1.25,1,0,1.0,Fair,0,1
501,39,9,117301.66,1,0,0,182025.95,30-39,True,1.1111111111111112,0,1,117302.66,Poor,0,1
632,36,7,0.0,2,1,1,52526.65,30-39,False,1.2857142857142856,1,0,1.0,Fair,0,1
455,43,6,0.0,1,1,1,81250.79,40-49,False,1.1666666666666667,1,0,1.0,Poor,0,1
694,30,9,0.0,2,1,1,26960.31,<30,False,1.2222222222222223,1,0,1.0,Good,0,1
701,41,9,164046.1,1,1,0,49405.93,40-49,True,1.1111111111111112,0,1,164047.1,Good,0,1
709,62,3,0.0,2,1,1,82195.15,60+,False,1.6666666666666663,1,0,1.0,Good,0,1
601,44,1,100486.18,2,1,1,62678.53,40-49,False,3.0,0,1,50244.09,Fair,1,1
579,37,5,152212.88,2,0,0,120219.14,30-39,False,1.4,0,1,76107.44,Poor,0,0
634,25,9,0.0,2,1,1,8227.91,<30,False,1.2222222222222223,1,0,1.0,Fair,0,1
621,36,7,116338.68,1,1,1,155743.48,30-39,False,1.1428571428571428,0,1,116339.68,Fair,0,0
584,40,4,82441.75,1,0,0,80852.11,30-39,True,1.25,0,0,82442.75,Fair,0,1
637,33,0,132255.99,2,0,1,74588.41,30-39,False,,0,1,66128.995,Fair,1,1
655,38,6,0.0,1,1,1,188639.28,30-39,False,1.1666666666666667,1,0,1.0,Fair,0,1
460,35,8,102742.91,2,1,1,189339.6,30-39,False,1.25,0,1,51372.455,Poor,0,0
574,41,1,0.0,2,0,0,70550.0,40-49,False,3.0,1,0,1.0,Poor,1,2
691,36,7,129934.64,1,0,0,75664.56,30-39,True,1.1428571428571428,0,1,129935.64,Good,0,1
749,38,9,129378.32,1,1,1,13549.34,30-39,False,1.1111111111111112,0,1,129379.32,Very Good,0,0
613,34,5,144094.2,1,1,0,44510.26,30-39,True,1.2,0,1,144095.2,Fair,0,1
588,38,1,124271.26,1,1,0,75969.19,30-39,True,2.0,0,1,124272.26,Fair,1,2
551,43,7,0.0,2,1,0,178393.68,40-49,False,1.2857142857142856,1,0,1.0,Poor,0,1
850,81,5,0.0,2,1,1,44827.47,60+,False,1.4,1,0,1.0,Excellent,0,1
678,48,2,0.0,2,1,1,32301.88,40-49,False,2.0,1,0,1.0,Good,1,2
645,36,4,59893.85,2,1,0,43999.64,30-39,False,1.5,0,0,29947.925,Fair,0,0
733,35,8,102918.38,1,1,1,45959.86,30-39,False,1.125,0,1,102919.38,Good,0,0
676,31,3,78990.15,1,1,1,124777.14,30-39,False,1.3333333333333333,0,0,78991.15,Good,0,0
727,45,6,114422.85,2,1,1,104678.78,40-49,False,1.3333333333333333,0,1,57212.425,Good,0,0
720,33,6,97188.62,1,0,0,91881.29,30-39,True,1.1666666666666667,0,0,97189.62,Good,0,1
644,49,10,0.0,2,1,1,145089.64,40-49,False,1.2,1,0,1.0,Fair,0,1
668,32,1,134446.04,1,0,1,111241.37,30-39,False,2.0,0,1,134447.04,Fair,1,1
685,25,10,128509.63,1,1,0,121562.33,<30,True,1.1,0,1,128510.63,Good,0,1
627,37,7,147361.57,1,1,1,133031.96,30-39,False,1.1428571428571428,0,1,147362.57,Fair,0,0
718,45,3,105266.32,2,1,1,193724.51,40-49,False,1.6666666666666663,0,1,52634.16,Good,0,0
557,32,6,184686.41,2,1,0,14956.44,30-39,False,1.3333333333333333,0,1,92344.205,Poor,0,0
701,23,5,186101.18,2,1,1,76611.33,<30,False,1.4,0,1,93051.59,Good,0,0
803,42,5,0.0,1,1,0,196466.83,40-49,True,1.2,1,0,1.0,Excellent,0,2
726,48,6,99906.19,1,1,0,64323.24,40-49,True,1.1666666666666667,0,1,99907.19,Good,0,1
510,63,8,0.0,2,1,1,115291.86,60+,False,1.25,1,0,1.0,Poor,0,1
625,41,6,97663.16,2,1,0,57128.78,40-49,False,1.3333333333333333,0,1,48832.58,Fair,0,0
706,32,5,88348.43,2,1,1,104181.78,30-39,False,1.4,0,0,44175.215,Good,0,0
850,36,3,0.0,2,1,0,195033.07,30-39,False,1.6666666666666663,1,0,1.0,Excellent,0,1
821,37,5,106453.53,2,0,1,127413.0,30-39,False,1.4,0,1,53227.765,Excellent,0,0
635,36,9,81231.85,2,1,0,196731.08,30-39,False,1.2222222222222223,0,0,40616.925,Fair,0,0
815,28,6,0.0,2,0,1,185547.71,<30,False,1.3333333333333333,1,0,1.0,Excellent,0,1
841,52,3,112383.03,1,1,0,85516.37,50-59,True,1.3333333333333333,0,1,112384.03,Excellent,0,1
527,32,7,0.0,2,1,1,44099.75,30-39,False,1.2857142857142856,1,0,1.0,Poor,0,1
719,69,3,0.0,2,1,1,58320.06,60+,False,1.6666666666666663,1,0,1.0,Good,0,1
731,70,3,0.0,2,1,1,141180.66,60+,False,1.6666666666666663,1,0,1.0,Good,0,1
688,46,3,0.0,2,0,1,104902.68,40-49,False,1.6666666666666663,1,0,1.0,Good,0,1
652,38,6,0.0,2,1,1,145700.22,30-39,False,1.3333333333333333,1,0,1.0,Fair,0,1
686,41,7,152105.57,2,0,1,132374.41,40-49,False,1.2857142857142856,0,1,76053.785,Good,0,0
669,29,9,0.0,1,1,1,93901.61,<30,False,1.1111111111111112,1,0,1.0,Fair,0,1
507,34,4,0.0,2,1,1,60688.38,30-39,False,1.5,1,0,1.0,Poor,0,1
687,24,3,110495.27,1,1,0,158615.41,<30,True,1.3333333333333333,0,1,110496.27,Good,0,1
784,40,8,0.0,2,1,0,108891.3,30-39,False,1.25,1,0,1.0,Very Good,0,1
658,50,2,0.0,2,1,0,52137.73,40-49,False,2.0,1,0,1.0,Fair,1,2
772,36,3,112029.83,1,1,1,186948.35,30-39,False,1.3333333333333333,0,1,112030.83,Very Good,0,0
600,49,6,0.0,1,0,1,148087.88,40-49,False,1.1666666666666667,1,0,1.0,Fair,0,1
729,67,2,94203.8,1,0,1,102391.06,60+,False,1.5,0,0,94204.8,Good,1,1
834,36,8,142882.49,1,1,0,89983.02,30-39,True,1.125,0,1,142883.49,Excellent,0,1
677,27,2,0.0,2,0,1,114685.92,<30,False,2.0,1,0,1.0,Good,1,2
697,62,7,0.0,1,1,0,129188.18,60+,True,1.1428571428571428,1,0,1.0,Good,0,2
766,62,7,142724.48,1,0,1,5893.23,60+,False,1.1428571428571428,0,1,142725.48,Very Good,0,0
507,31,0,106942.08,1,0,1,44001.11,30-39,False,,0,1,106943.08,Poor,1,1
710,32,3,0.0,1,1,0,94790.34,30-39,True,1.3333333333333333,1,0,1.0,Good,0,2
679,39,0,86843.61,1,0,1,159830.58,30-39,False,,0,0,86844.61,Good,1,1
514,32,8,0.0,2,1,0,95857.18,30-39,False,1.25,1,0,1.0,Poor,0,1
720,45,1,102882.4,2,1,1,35633.15,40-49,False,3.0,0,1,51442.2,Good,1,1
444,45,6,0.0,1,1,0,130009.85,40-49,True,1.1666666666666667,1,0,1.0,Poor,0,2
796,40,1,99745.95,1,1,0,177524.19,30-39,True,2.0,0,1,99746.95,Very Good,1,2
611,37,1,117524.72,2,0,1,161064.29,30-39,False,3.0,0,1,58763.36,Fair,1,1
548,33,0,101084.36,1,1,0,42749.85,30-39,True,,0,1,101085.36,Poor,1,2
461,40,7,0.0,2,1,0,176547.8,30-39,False,1.2857142857142856,1,0,1.0,Poor,0,1
775,33,1,118897.1,2,1,1,26362.4,30-39,False,3.0,0,1,59449.55,Very Good,1,1
629,37,6,129101.3,1,1,1,23971.33,30-39,False,1.1666666666666667,0,1,129102.3,Fair,0,0
542,67,10,129431.36,1,0,1,21343.74,60+,False,1.1,0,1,129432.36,Poor,0,0
529,31,6,0.0,1,1,0,10625.91,30-39,True,1.1666666666666667,1,0,1.0,Poor,0,2
520,45,7,107023.03,1,1,0,32903.93,40-49,True,1.1428571428571428,0,1,107024.03,Poor,0,1
664,43,9,189026.53,2,1,1,56099.86,40-49,False,1.2222222222222223,0,1,94514.265,Fair,0,0
608,30,8,85859.76,1,0,0,142730.27,<30,True,1.125,0,0,85860.76,Fair,0,1
580,39,3,119688.81,1,1,0,137041.26,30-39,True,1.3333333333333333,0,1,119689.81,Poor,0,1
796,45,2,109730.22,1,1,1,123882.73,40-49,False,1.5,0,1,109731.22,Very Good,1,1
656,45,5,127864.4,1,1,0,87107.57,40-49,True,1.2,0,1,127865.4,Fair,0,1
850,33,8,73059.38,1,1,1,186281.0,30-39,False,1.125,0,0,73060.38,Excellent,0,0
671,38,6,132129.72,1,0,1,76068.95,30-39,False,1.1666666666666667,0,1,132130.72,Good,0,0
